interaction_id,user_id,package_id,budget_inr,num_people,travel_style,mood,weather_preference,trip_lane,destination_query,interaction_type,interaction_strength,booked,rating_given,trip_month,days_preferred
10633,user_6469,1037,15000,3,luxury,curious,warm,india,Maldives,view,0.22,No,4.26,Apr,6
10634,user_7187,1031,76059,2,luxury,relaxed,rainy,international,Paris,view,0.22,Yes,4.59,May,3
10635,user_3120,1032,38107,1,balanced,party,warm,india,Kerala,view,0.22,Yes,4.62,Mar,4
10636,user_5367,1018,80875,2,balanced,adventurous,warm,international,Singapore,view,0.22,Yes,5.0,Apr,4
10637,user_4181,1001,59382,5,budget,relaxed,warm,international,,view,0.22,No,3.86,Aug,6
10638,user_5384,1040,90133,2,luxury,curious,warm,international,,agent_chat,0.62,Yes,4.35,Jul,5
10639,user_4037,1012,78444,4,balanced,spiritual,warm,international,Bali,save,0.48,Yes,5.0,Sep,5
10640,user_8572,1007,44202,2,budget,romantic,warm,india,,agent_chat,0.62,No,3.43,Jun,3
10641,user_1845,1017,96757,2,budget,spiritual,warm,international,,view,0.22,No,4.04,Sep,5
10642,user_3768,1046,35901,6,budget,adventurous,temperate,india,,view,0.22,Yes,4.46,Jan,6
10643,user_3138,1033,36710,6,budget,relaxed,cool,india,Singapore,agent_chat,0.62,Yes,4.5,Jan,4
10644,user_3593,1031,18552,2,balanced,romantic,cool,india,Kerala,view,0.22,Yes,5.0,Jun,5
10645,user_2964,1032,21805,2,balanced,relaxed,warm,india,Goa,view,0.22,No,4.07,Dec,5
10646,user_9885,1010,72101,2,budget,adventurous,cool,international,Bali,save,0.48,Yes,4.66,Feb,3
10647,user_8983,1038,26773,1,balanced,curious,rainy,india,Thailand,agent_chat,0.62,Yes,4.91,Sep,5
10648,user_7466,1040,44846,3,luxury,curious,cool,india,Udaipur,agent_chat,0.62,Yes,4.89,Mar,4
10649,user_6834,1028,70960,3,balanced,spiritual,rainy,international,Jaipur,agent_chat,0.62,Yes,3.93,Apr,5
10650,user_8060,1028,44746,2,luxury,relaxed,temperate,india,Goa,book,0.94,Yes,5.0,Dec,5
10651,user_5911,1024,37182,5,budget,romantic,temperate,international,Goa,book,0.94,No,3.83,Feb,4
10652,user_3878,1043,21674,3,balanced,adventurous,cool,india,Shimla,save,0.48,Yes,4.7,Feb,5
10653,user_9306,1002,79621,3,balanced,curious,temperate,international,Paris,agent_chat,0.62,Yes,5.0,May,5
10654,user_4093,1012,60199,6,budget,party,temperate,international,Bali,book,0.94,Yes,4.11,Aug,7
10655,user_8480,1012,32851,2,balanced,adventurous,warm,international,Thailand,view,0.22,No,4.36,Jun,5
10656,user_4413,1032,28935,2,luxury,relaxed,rainy,india,,view,0.22,No,4.41,Dec,5
10657,user_7746,1024,45080,4,balanced,curious,warm,india,Jaipur,save,0.48,Yes,2.84,Jul,4
10658,user_1642,1033,29119,1,balanced,spiritual,warm,india,Bali,book,0.94,Yes,3.68,Jan,4
10659,user_3262,1026,38144,4,luxury,party,warm,india,Jaipur,group_vote,0.56,Yes,5.0,May,4
10660,user_9417,1046,22145,2,balanced,adventurous,rainy,india,Agra,save,0.48,Yes,4.97,Mar,6
10661,user_7313,1027,35285,1,budget,party,temperate,india,,agent_chat,0.62,No,3.1,Jul,6
10662,user_7288,1028,26323,1,balanced,relaxed,temperate,india,Goa,view,0.22,Yes,5.0,Mar,3
10663,user_8186,1004,78569,4,budget,spiritual,warm,international,Tokyo,agent_chat,0.62,No,4.64,Apr,5
10664,user_7641,1046,95388,3,budget,romantic,rainy,international,Paris,save,0.48,Yes,3.75,Oct,4
10665,user_9177,1025,29066,2,luxury,romantic,rainy,india,Maldives,book,0.94,No,3.32,Sep,5
10666,user_7653,1020,97306,2,luxury,spiritual,warm,international,,agent_chat,0.62,Yes,4.22,Mar,6
10667,user_9136,1019,120309,4,balanced,relaxed,temperate,international,Thailand,save,0.48,Yes,5.0,Jan,7
10668,user_8068,1046,40063,5,balanced,relaxed,warm,india,Jaipur,view,0.22,No,4.05,Sep,3
10669,user_5266,1022,34000,2,balanced,relaxed,warm,india,,view,0.22,Yes,4.2,May,3
10670,user_2081,1017,70856,3,balanced,adventurous,cool,international,,book,0.94,Yes,4.1,Jun,5
10671,user_8943,1017,97148,2,balanced,relaxed,cold,international,Varanasi,group_vote,0.56,No,4.0,Feb,4
10672,user_1751,1020,127716,2,balanced,adventurous,temperate,international,Thailand,view,0.22,Yes,4.99,May,6
10673,user_7758,1032,34321,2,luxury,relaxed,cool,india,Kerala,view,0.22,Yes,5.0,Dec,6
10674,user_8419,1021,89714,2,budget,romantic,warm,international,Maldives,group_vote,0.56,No,3.74,May,4
10675,user_6328,1037,51306,2,budget,party,temperate,india,Varanasi,agent_chat,0.62,Yes,5.0,Sep,4
10676,user_1861,1037,30996,3,luxury,romantic,temperate,india,Switzerland,book,0.94,Yes,4.05,Aug,5
10677,user_3579,1045,32064,4,luxury,curious,rainy,india,Shimla,group_vote,0.56,Yes,4.71,Jan,7
10678,user_2196,1046,23410,2,budget,curious,cool,india,Maldives,save,0.48,Yes,4.93,Apr,4
10679,user_3459,1039,44618,3,balanced,party,warm,india,Varanasi,group_vote,0.56,No,4.23,Aug,5
10680,user_1590,1005,97439,1,budget,adventurous,temperate,international,Tokyo,book,0.94,No,5.0,Aug,7
10681,user_2919,1001,85136,6,budget,party,cool,international,Paris,save,0.48,Yes,4.33,May,7
10682,user_9240,1040,45403,4,luxury,relaxed,warm,india,Manali,group_vote,0.56,Yes,4.06,Jun,6
10683,user_2594,1035,25270,3,budget,romantic,temperate,india,Manali,agent_chat,0.62,Yes,4.38,Oct,4
10684,user_3517,1040,39687,2,luxury,spiritual,warm,india,,agent_chat,0.62,Yes,4.73,Jul,7
10685,user_2197,1009,57565,2,budget,relaxed,temperate,international,Dubai,save,0.48,No,4.16,Aug,4
10686,user_3087,1028,32694,1,balanced,romantic,warm,india,Goa,view,0.22,Yes,5.0,Feb,6
10687,user_6472,1027,40020,5,balanced,relaxed,warm,india,Jaipur,agent_chat,0.62,Yes,5.0,Apr,4
10688,user_6503,1020,124537,2,budget,adventurous,temperate,international,Thailand,view,0.22,No,4.06,Oct,3
10689,user_7446,1035,25996,4,balanced,relaxed,rainy,india,Maldives,view,0.22,Yes,4.67,May,5
10690,user_7073,1048,31962,5,luxury,adventurous,warm,india,Agra,view,0.22,Yes,4.9,Feb,4
10691,user_6687,1002,62150,6,balanced,party,cold,international,Manali,view,0.22,Yes,4.09,Jan,7
10692,user_5067,1025,48449,3,luxury,curious,cool,india,Jaipur,agent_chat,0.62,Yes,5.0,Aug,4
10693,user_1198,1039,39130,2,budget,adventurous,cool,india,Varanasi,group_vote,0.56,Yes,4.76,Jan,4
10694,user_1075,1032,37582,4,budget,adventurous,cool,india,Paris,view,0.22,No,3.92,Sep,5
10695,user_3244,1023,70776,2,balanced,relaxed,temperate,international,Switzerland,view,0.22,No,4.8,Nov,4
10696,user_2373,1025,33713,3,budget,romantic,cool,india,Agra,agent_chat,0.62,No,3.6,Jun,5
10697,user_3502,1018,28594,2,balanced,relaxed,temperate,india,,save,0.48,No,3.24,Jun,4
10698,user_3820,1046,30138,5,budget,party,rainy,india,Udaipur,view,0.22,No,4.08,Dec,4
10699,user_6245,1040,44200,4,balanced,curious,rainy,india,Paris,view,0.22,No,4.1,Apr,3
10700,user_3560,1009,68071,4,luxury,curious,cool,international,Manali,agent_chat,0.62,Yes,4.27,Jun,3
10701,user_1855,1021,27007,3,balanced,adventurous,warm,international,Thailand,view,0.22,No,4.5,Dec,5
10702,user_1202,1032,50491,2,balanced,curious,warm,india,Kerala,group_vote,0.56,Yes,5.0,Dec,5
10703,user_6714,1017,25144,3,budget,party,rainy,india,Udaipur,agent_chat,0.62,Yes,2.99,May,4
10704,user_5560,1025,39724,5,budget,relaxed,temperate,india,Jaipur,agent_chat,0.62,Yes,5.0,May,6
10705,user_5392,1009,89590,2,balanced,relaxed,rainy,international,Dubai,view,0.22,Yes,4.47,Jun,5
10706,user_2571,1041,26811,2,luxury,adventurous,warm,india,Udaipur,view,0.22,Yes,4.54,Sep,7
10707,user_1608,1009,108078,2,budget,curious,temperate,international,Udaipur,view,0.22,No,4.3,Jan,4
10708,user_3627,1047,86822,2,balanced,adventurous,temperate,international,,book,0.94,Yes,3.47,Jun,3
10709,user_1451,1006,81591,4,balanced,curious,temperate,international,Tokyo,agent_chat,0.62,Yes,5.0,Jan,7
10710,user_2335,1043,30192,2,balanced,spiritual,cool,india,Shimla,agent_chat,0.62,No,4.14,Jul,5
10711,user_1324,1002,104288,1,luxury,adventurous,cool,international,Paris,view,0.22,Yes,4.59,Mar,7
10712,user_2262,1030,29019,2,balanced,romantic,cool,india,Singapore,book,0.94,No,3.77,Sep,5
10713,user_3731,1043,20449,3,balanced,party,cool,india,Shimla,book,0.94,Yes,5.0,Apr,4
10714,user_2510,1030,29913,6,luxury,curious,temperate,india,Goa,view,0.22,No,3.91,Aug,7
10715,user_5221,1019,82288,5,balanced,relaxed,cold,international,Thailand,agent_chat,0.62,Yes,5.0,Jun,7
10716,user_1098,1030,27834,2,luxury,spiritual,warm,india,Goa,agent_chat,0.62,Yes,5.0,Sep,5
10717,user_9295,1002,78841,4,budget,adventurous,temperate,international,,group_vote,0.56,No,3.86,Oct,4
10718,user_7964,1003,85435,1,balanced,relaxed,cool,international,Paris,view,0.22,No,4.09,Dec,4
10719,user_7192,1025,24491,2,balanced,romantic,warm,india,Jaipur,view,0.22,Yes,4.72,Oct,4
10720,user_4307,1035,23925,2,luxury,adventurous,cold,india,Manali,save,0.48,Yes,4.59,May,5
10721,user_6948,1026,23862,6,luxury,relaxed,warm,india,Jaipur,save,0.48,No,4.15,Aug,3
10722,user_3496,1005,87103,6,balanced,curious,cold,international,Tokyo,group_vote,0.56,No,5.0,Feb,3
10723,user_4585,1010,99714,2,balanced,relaxed,warm,international,Bali,view,0.22,Yes,5.0,Aug,6
10724,user_6474,1045,15770,1,balanced,relaxed,cool,india,Shimla,group_vote,0.56,Yes,4.62,Jun,5
10725,user_5559,1026,34382,4,budget,adventurous,rainy,india,Jaipur,agent_chat,0.62,Yes,4.35,Apr,5
10726,user_3821,1032,27108,5,budget,romantic,cold,india,Kerala,save,0.48,No,3.9,Feb,5
10727,user_9650,1026,33441,2,budget,party,warm,india,Jaipur,agent_chat,0.62,Yes,5.0,Oct,5
10728,user_9025,1041,18033,4,budget,party,warm,india,Udaipur,view,0.22,Yes,4.71,Mar,4
10729,user_4376,1020,107451,6,balanced,curious,cold,international,Agra,save,0.48,Yes,4.36,Jan,5
10730,user_5760,1040,15000,6,luxury,relaxed,rainy,india,Udaipur,group_vote,0.56,Yes,4.17,Dec,4
10731,user_2425,1002,65722,2,balanced,adventurous,temperate,international,Paris,view,0.22,Yes,4.53,Mar,5
10732,user_6059,1038,25835,5,budget,curious,temperate,india,Paris,save,0.48,Yes,4.63,Oct,5
10733,user_3828,1001,83313,2,balanced,party,warm,international,Paris,view,0.22,Yes,4.72,Sep,5
10734,user_8292,1026,17786,6,luxury,spiritual,temperate,india,Jaipur,agent_chat,0.62,No,3.82,Apr,5
10735,user_6424,1042,25039,2,luxury,romantic,rainy,india,Maldives,view,0.22,No,4.61,Aug,4
10736,user_6703,1020,67224,6,budget,relaxed,temperate,international,Thailand,view,0.22,Yes,5.0,Jan,5
10737,user_9034,1032,16934,2,balanced,curious,rainy,india,,view,0.22,No,3.74,May,5
10738,user_1585,1022,98061,5,balanced,adventurous,temperate,international,,view,0.22,No,3.24,Mar,6
10739,user_9142,1043,39442,2,balanced,curious,rainy,india,Shimla,view,0.22,Yes,4.56,Aug,4
10740,user_6962,1037,15000,2,budget,curious,warm,india,Varanasi,save,0.48,Yes,5.0,Sep,5
10741,user_2749,1017,64848,5,balanced,party,temperate,international,Singapore,group_vote,0.56,Yes,5.0,Dec,4
10742,user_9440,1014,94479,2,balanced,curious,rainy,international,,book,0.94,Yes,4.12,Mar,4
10743,user_1722,1008,134938,2,budget,curious,warm,international,Jaipur,view,0.22,Yes,4.34,Jun,4
10744,user_9783,1035,30531,5,luxury,romantic,warm,india,Manali,view,0.22,Yes,4.16,Dec,6
10745,user_9664,1021,80110,4,balanced,relaxed,cool,international,Thailand,agent_chat,0.62,Yes,5.0,May,5
10746,user_5382,1026,38050,2,luxury,spiritual,cool,india,Jaipur,view,0.22,No,4.3,Jan,6
10747,user_6393,1019,17920,4,balanced,curious,warm,india,,save,0.48,No,3.62,Apr,4
10748,user_8961,1037,22013,2,budget,relaxed,warm,india,Varanasi,view,0.22,Yes,5.0,Nov,4
10749,user_6817,1023,94016,2,budget,curious,warm,international,,group_vote,0.56,Yes,3.61,May,4
10750,user_7549,1026,23615,1,balanced,curious,temperate,india,Jaipur,group_vote,0.56,No,5.0,Nov,6
10751,user_2803,1047,37168,2,balanced,romantic,warm,india,Jaipur,save,0.48,No,5.0,May,4
10752,user_5937,1030,38257,3,budget,relaxed,rainy,india,Goa,view,0.22,No,4.55,Sep,5
10753,user_5999,1042,27847,1,budget,relaxed,cool,india,Udaipur,view,0.22,No,3.74,Nov,4
10754,user_8496,1045,42508,2,budget,curious,cold,india,Shimla,view,0.22,Yes,4.76,Jul,5
10755,user_5041,1031,94576,4,budget,relaxed,temperate,international,,group_vote,0.56,Yes,4.59,Dec,4
10756,user_1224,1034,45669,4,luxury,adventurous,cool,india,,view,0.22,Yes,5.0,Jun,7
10757,user_1023,1013,66296,2,balanced,curious,temperate,international,Shimla,book,0.94,Yes,3.96,Nov,4
10758,user_4030,1007,115402,4,budget,relaxed,warm,international,,agent_chat,0.62,Yes,4.76,Jan,4
10759,user_1790,1040,42569,6,balanced,spiritual,warm,india,Udaipur,book,0.94,Yes,4.67,Oct,5
10760,user_7342,1034,53876,4,balanced,spiritual,rainy,india,Manali,view,0.22,No,4.62,Apr,5
10761,user_9755,1043,20964,2,luxury,party,temperate,india,Varanasi,view,0.22,Yes,3.86,Mar,5
10762,user_9383,1034,34624,2,balanced,relaxed,rainy,india,Manali,group_vote,0.56,Yes,5.0,Oct,5
10763,user_9332,1033,50640,2,luxury,party,cool,india,Kerala,group_vote,0.56,No,4.36,Aug,6
10764,user_1824,1003,54457,5,luxury,relaxed,temperate,international,Paris,save,0.48,Yes,5.0,Oct,4
10765,user_8581,1017,74287,2,balanced,romantic,temperate,international,Singapore,view,0.22,No,4.16,Sep,4
10766,user_1752,1041,28636,6,budget,romantic,temperate,india,Udaipur,group_vote,0.56,Yes,4.84,Mar,5
10767,user_4776,1029,99283,3,luxury,party,rainy,international,,book,0.94,Yes,4.84,Nov,7
10768,user_9362,1021,98579,5,balanced,relaxed,rainy,international,Thailand,agent_chat,0.62,No,4.98,Feb,5
10769,user_1189,1045,28004,6,balanced,relaxed,temperate,india,Udaipur,save,0.48,No,3.91,Sep,3
10770,user_9900,1046,22497,4,luxury,spiritual,cold,india,Agra,view,0.22,Yes,4.69,Dec,5
10771,user_3564,1021,64031,2,budget,romantic,temperate,international,Thailand,agent_chat,0.62,Yes,4.26,Aug,4
10772,user_3453,1045,34747,1,budget,romantic,warm,india,Bali,view,0.22,No,3.64,Jun,4
10773,user_1295,1002,16157,3,balanced,adventurous,rainy,india,,view,0.22,No,3.87,Jun,4
10774,user_7885,1035,39270,6,luxury,party,temperate,india,Varanasi,view,0.22,Yes,4.27,Jul,4
10775,user_6002,1038,38697,4,luxury,curious,rainy,india,,view,0.22,No,4.81,Mar,5
10776,user_1892,1025,29126,6,budget,spiritual,warm,india,Varanasi,view,0.22,No,4.26,Aug,5
10777,user_8580,1031,43301,1,balanced,spiritual,rainy,india,Kerala,book,0.94,No,5.0,Mar,5
10778,user_4565,1038,32729,4,budget,romantic,warm,india,Varanasi,view,0.22,Yes,4.98,Jul,4
10779,user_2377,1041,30558,2,balanced,party,temperate,india,Singapore,agent_chat,0.62,No,3.95,Oct,4
10780,user_3899,1040,40357,1,balanced,curious,warm,india,Udaipur,view,0.22,Yes,5.0,Jun,4
10781,user_6408,1015,93167,2,budget,spiritual,cool,international,,group_vote,0.56,No,3.92,Mar,4
10782,user_3934,1045,29174,3,budget,romantic,warm,india,Shimla,view,0.22,No,4.05,Apr,5
10783,user_5379,1046,64609,4,balanced,curious,temperate,international,Jaipur,view,0.22,Yes,4.32,Jul,3
10784,user_6323,1012,73143,3,balanced,party,rainy,international,Dubai,save,0.48,Yes,3.79,Jul,4
10785,user_4470,1020,21953,2,balanced,adventurous,rainy,india,Thailand,save,0.48,No,4.09,Apr,5
10786,user_2364,1013,91927,3,luxury,romantic,temperate,international,Jaipur,group_vote,0.56,Yes,4.3,Aug,7
10787,user_5090,1034,26014,5,balanced,curious,cool,india,Manali,view,0.22,Yes,5.0,Jun,4
10788,user_6391,1021,80026,2,luxury,curious,rainy,international,Thailand,view,0.22,No,4.96,Nov,3
10789,user_9208,1034,46421,4,budget,spiritual,rainy,india,Manali,view,0.22,No,4.57,Apr,5
10790,user_6020,1027,80702,1,balanced,relaxed,rainy,international,,agent_chat,0.62,Yes,3.75,Jan,7
10791,user_3894,1016,21438,4,budget,party,temperate,india,,book,0.94,No,3.86,Jun,7
10792,user_3070,1010,29614,1,balanced,curious,rainy,india,,view,0.22,No,3.9,Apr,3
10793,user_9275,1020,37412,2,budget,curious,cold,india,Paris,view,0.22,No,2.62,Nov,4
10794,user_2283,1043,25568,1,budget,relaxed,rainy,india,Shimla,save,0.48,No,5.0,Jun,5
10795,user_5549,1015,108969,3,budget,spiritual,cool,international,Maldives,view,0.22,Yes,4.68,Oct,7
10796,user_8654,1008,34964,4,budget,adventurous,warm,india,Shimla,view,0.22,No,3.41,Sep,5
10797,user_2770,1021,34470,5,balanced,relaxed,warm,india,,save,0.48,No,4.05,Jun,4
10798,user_8811,1039,52386,2,balanced,relaxed,cool,india,Varanasi,view,0.22,Yes,4.53,Dec,5
10799,user_7885,1039,15000,4,balanced,party,cool,india,Varanasi,group_vote,0.56,Yes,4.67,Aug,4
10800,user_6090,1025,34093,2,luxury,curious,temperate,india,Jaipur,save,0.48,Yes,5.0,Jun,7
10801,user_5696,1023,62580,5,luxury,party,temperate,international,,view,0.22,No,3.44,Jan,6
10802,user_3019,1029,31403,2,budget,party,temperate,india,Goa,book,0.94,Yes,4.99,Nov,4
10803,user_9845,1029,22580,2,balanced,spiritual,temperate,india,Goa,view,0.22,Yes,4.39,Mar,7
10804,user_8399,1044,45222,2,luxury,curious,temperate,india,Shimla,view,0.22,Yes,4.84,Mar,5
10805,user_1789,1013,104050,5,budget,curious,cool,international,Maldives,save,0.48,No,4.62,Nov,4
10806,user_8103,1022,105739,3,budget,adventurous,warm,international,Switzerland,view,0.22,No,4.36,Jun,5
10807,user_9884,1008,45121,3,budget,relaxed,temperate,india,,view,0.22,Yes,3.13,May,5
10808,user_7688,1014,88647,5,budget,romantic,temperate,international,Goa,agent_chat,0.62,No,4.18,Jan,6
10809,user_7207,1019,20730,1,balanced,relaxed,warm,india,Varanasi,group_vote,0.56,No,4.52,Oct,5
10810,user_3776,1006,102475,2,budget,party,cool,international,Dubai,view,0.22,Yes,4.04,Jul,4
10811,user_2296,1024,101326,2,balanced,adventurous,cold,international,,group_vote,0.56,No,4.08,Sep,5
10812,user_3190,1044,20634,1,budget,romantic,cool,india,Shimla,save,0.48,Yes,5.0,Apr,4
10813,user_8027,1031,37057,2,balanced,relaxed,warm,india,Udaipur,group_vote,0.56,Yes,4.74,Dec,4
10814,user_3346,1010,32301,3,budget,relaxed,warm,india,,save,0.48,No,4.08,Jan,6
10815,user_5100,1019,64433,4,budget,romantic,warm,international,Thailand,book,0.94,Yes,5.0,Dec,6
10816,user_2136,1005,50405,3,balanced,romantic,warm,international,Singapore,save,0.48,No,4.15,Oct,7
10817,user_9394,1014,73363,2,balanced,adventurous,temperate,international,Maldives,agent_chat,0.62,No,4.19,May,7
10818,user_5780,1012,98708,6,balanced,romantic,temperate,international,Bali,view,0.22,Yes,4.87,Aug,4
10819,user_9623,1016,76036,2,balanced,romantic,temperate,international,Singapore,view,0.22,Yes,4.22,Mar,4
10820,user_7698,1030,23939,1,balanced,relaxed,cool,india,Goa,view,0.22,Yes,5.0,Nov,7
10821,user_5044,1032,29356,5,balanced,adventurous,temperate,india,Dubai,save,0.48,No,3.59,Aug,4
10822,user_6070,1036,20723,1,balanced,spiritual,temperate,india,Manali,save,0.48,Yes,4.6,May,4
10823,user_6812,1005,42598,4,budget,party,warm,india,,book,0.94,Yes,3.73,Oct,4
10824,user_9030,1039,36884,2,luxury,party,warm,india,Varanasi,agent_chat,0.62,Yes,5.0,Jul,4
10825,user_7965,1036,41253,4,balanced,relaxed,rainy,india,Switzerland,group_vote,0.56,No,4.48,Oct,5
10826,user_9094,1041,81807,3,budget,party,cool,international,,view,0.22,Yes,3.75,Mar,5
10827,user_3727,1017,98909,5,budget,adventurous,warm,international,Singapore,view,0.22,Yes,5.0,Dec,4
10828,user_9326,1040,29258,3,balanced,romantic,cool,india,Udaipur,view,0.22,Yes,5.0,Sep,5
10829,user_1270,1021,50547,2,balanced,party,temperate,international,Thailand,book,0.94,Yes,4.65,Oct,6
10830,user_2603,1004,120821,4,balanced,party,warm,international,,view,0.22,Yes,5.0,Jun,5
10831,user_8532,1029,41435,1,budget,romantic,cold,india,Thailand,book,0.94,Yes,4.64,May,6
10832,user_6327,1024,109438,2,luxury,curious,temperate,international,Switzerland,book,0.94,Yes,4.6,Jan,5
10833,user_8390,1046,23447,2,balanced,adventurous,cold,india,Agra,save,0.48,Yes,4.79,Oct,6
10834,user_4678,1025,130226,3,balanced,romantic,warm,international,,group_vote,0.56,Yes,4.41,Apr,7
10835,user_3981,1015,73014,4,balanced,curious,warm,international,Singapore,view,0.22,No,3.86,Jan,4
10836,user_6343,1018,78770,1,balanced,adventurous,temperate,international,Singapore,view,0.22,No,4.2,Nov,7
10837,user_7971,1002,94487,1,balanced,curious,cool,international,Paris,agent_chat,0.62,Yes,5.0,May,6
10838,user_3766,1044,43793,2,balanced,adventurous,cool,india,Shimla,view,0.22,Yes,4.72,Dec,4
10839,user_4754,1009,99504,2,luxury,party,temperate,international,Dubai,view,0.22,No,5.0,Mar,5
10840,user_4850,1024,73647,4,budget,relaxed,temperate,international,Manali,agent_chat,0.62,Yes,4.06,Feb,5
10841,user_3536,1039,25117,5,budget,curious,cool,india,Varanasi,book,0.94,Yes,4.96,Jul,4
10842,user_8882,1029,21016,2,luxury,adventurous,cold,india,Goa,view,0.22,No,3.7,Mar,6
10843,user_3453,1014,75083,2,balanced,curious,cool,international,Thailand,view,0.22,Yes,3.8,May,4
10844,user_4232,1031,20148,3,budget,relaxed,temperate,india,Udaipur,view,0.22,No,4.55,Oct,5
10845,user_8696,1038,21870,4,balanced,adventurous,cool,india,Shimla,book,0.94,Yes,4.09,Mar,5
10846,user_6402,1041,53730,2,balanced,relaxed,temperate,india,Udaipur,agent_chat,0.62,Yes,4.61,Sep,4
10847,user_7741,1042,16228,2,luxury,curious,cool,india,,group_vote,0.56,No,3.73,Sep,5
10848,user_4680,1020,59020,4,luxury,adventurous,temperate,international,Thailand,save,0.48,Yes,4.34,Sep,4
10849,user_9537,1017,39639,5,budget,party,cool,india,Paris,book,0.94,Yes,3.88,Aug,5
10850,user_2792,1040,31417,2,luxury,relaxed,temperate,india,Udaipur,view,0.22,Yes,4.91,Feb,4
10851,user_1075,1041,36764,2,budget,adventurous,warm,india,Udaipur,book,0.94,Yes,5.0,Apr,4
10852,user_6614,1039,23345,6,luxury,relaxed,cool,india,Tokyo,book,0.94,No,3.69,Apr,5
10853,user_4073,1042,40421,2,balanced,party,warm,india,Udaipur,save,0.48,No,4.91,Mar,6
10854,user_8144,1039,29457,2,balanced,relaxed,warm,india,Varanasi,view,0.22,Yes,4.92,Nov,3
10855,user_8207,1023,59398,2,luxury,spiritual,warm,international,Switzerland,agent_chat,0.62,No,4.45,Aug,6
10856,user_3790,1048,27413,5,balanced,party,temperate,india,Agra,save,0.48,No,4.06,May,4
10857,user_5758,1038,36135,2,budget,relaxed,cold,india,Varanasi,book,0.94,Yes,5.0,Jul,4
10858,user_1633,1035,66343,4,luxury,spiritual,warm,international,,book,0.94,No,3.75,Oct,4
10859,user_5628,1024,67265,2,balanced,romantic,warm,international,Switzerland,view,0.22,No,3.71,Apr,5
10860,user_4314,1039,33785,2,budget,relaxed,temperate,india,Varanasi,save,0.48,Yes,4.89,Dec,4
10861,user_5761,1007,37363,3,balanced,relaxed,temperate,india,,agent_chat,0.62,Yes,3.34,Jan,4
10862,user_8423,1007,36455,2,budget,relaxed,temperate,international,Dubai,view,0.22,Yes,4.82,Oct,6
10863,user_6660,1010,107911,2,balanced,relaxed,warm,international,Jaipur,group_vote,0.56,Yes,4.68,Mar,3
10864,user_9436,1005,83902,4,budget,curious,temperate,international,,view,0.22,No,4.81,Jan,5
10865,user_2027,1043,33042,2,balanced,party,warm,india,Thailand,agent_chat,0.62,Yes,4.2,Feb,5
10866,user_2106,1005,86981,1,budget,relaxed,rainy,international,,view,0.22,No,3.76,Oct,7
10867,user_5718,1048,18651,3,balanced,party,cool,india,,agent_chat,0.62,No,3.24,Nov,4
10868,user_9104,1009,29228,6,budget,romantic,warm,india,Shimla,view,0.22,No,3.31,Sep,6
10869,user_6831,1045,49554,1,balanced,adventurous,cold,india,Jaipur,view,0.22,No,3.65,Jan,3
10870,user_3192,1025,44797,2,budget,spiritual,temperate,india,Jaipur,book,0.94,Yes,5.0,Oct,4
10871,user_8400,1033,25607,4,balanced,romantic,warm,india,,view,0.22,No,3.4,Jul,6
10872,user_6125,1041,28295,4,balanced,adventurous,cold,india,Udaipur,group_vote,0.56,No,4.51,May,7
10873,user_6362,1016,86237,2,balanced,curious,temperate,international,Singapore,group_vote,0.56,Yes,4.89,Jan,7
10874,user_9421,1038,27445,6,budget,relaxed,rainy,india,Singapore,view,0.22,No,3.79,Aug,4
10875,user_3108,1042,51315,5,luxury,romantic,temperate,international,Paris,book,0.94,Yes,4.36,Dec,5
10876,user_2196,1041,117485,2,balanced,party,temperate,international,Dubai,save,0.48,No,3.21,Aug,4
10877,user_8182,1001,114415,2,budget,adventurous,warm,international,Paris,view,0.22,Yes,4.8,Sep,5
10878,user_9394,1042,24913,1,budget,relaxed,temperate,india,,view,0.22,No,3.38,Dec,3
10879,user_6524,1027,34112,2,balanced,romantic,temperate,india,,agent_chat,0.62,No,3.59,Nov,4
10880,user_8903,1043,22643,2,budget,romantic,warm,india,Shimla,book,0.94,Yes,4.48,Feb,7
10881,user_8580,1025,35811,4,balanced,romantic,rainy,india,Tokyo,save,0.48,No,4.44,Dec,4
10882,user_7562,1019,15000,6,luxury,romantic,cool,india,,book,0.94,Yes,3.43,Jun,5
10883,user_3976,1044,26751,4,balanced,romantic,cold,india,Shimla,view,0.22,Yes,4.74,Aug,5
10884,user_8039,1038,15000,3,budget,party,cool,india,Goa,view,0.22,No,3.33,Mar,3
10885,user_7086,1048,27016,2,balanced,curious,warm,india,Singapore,view,0.22,No,4.11,Oct,5
10886,user_8782,1004,47662,4,balanced,romantic,temperate,india,,group_vote,0.56,Yes,4.12,Oct,7
10887,user_7255,1030,37743,2,budget,spiritual,cool,india,Goa,view,0.22,No,4.23,Jun,6
10888,user_7088,1015,129621,3,balanced,romantic,cool,international,Maldives,agent_chat,0.62,No,4.55,Jul,4
10889,user_1034,1007,81350,2,luxury,relaxed,warm,international,Dubai,group_vote,0.56,Yes,4.89,May,6
10890,user_2712,1001,24731,2,balanced,relaxed,cool,india,,book,0.94,No,2.97,Oct,5
10891,user_5165,1020,54357,2,balanced,adventurous,cold,international,Switzerland,view,0.22,No,3.28,Apr,3
10892,user_4113,1014,35479,5,luxury,curious,warm,india,Bali,agent_chat,0.62,Yes,3.43,Apr,3
